"window","uni","multi","mae","nmae"
"incremental","ETS","ctree","550.37","6.83"
"incremental","ETS","mlp","515.86","6.4"
"incremental","ETS","randomForest","489.69","6.08"
"incremental","ETS","mr","474.18","5.89"
"incremental","ETS","rvm","661.51","8.21"
"incremental","ETS","ksvm","504.94","6.27"
"rolling","lm","lm","645.75","8.02"
"rolling","lm","mlpe","733.44","9.1"
"rolling","lm","naive","578.51","7.18"
"rolling","lm","ctree","785.35","9.75"
"rolling","lm","mlp","784.37","9.74"
"rolling","lm","randomForest","704.58","8.75"
"rolling","lm","mr","645.75","8.02"
"rolling","lm","rvm","730.25","9.06"
"rolling","lm","ksvm","618.88","7.68"
"rolling","mlpe","lm","608.23","7.55"
"rolling","mlpe","mlpe","690.86","8.58"
"rolling","mlpe","naive","578.51","7.18"
"rolling","mlpe","ctree","850.24","10.55"
"rolling","mlpe","mlp","769.02","9.55"
"rolling","mlpe","randomForest","639.12","7.93"
"rolling","mlpe","mr","594.49","7.38"
"rolling","mlpe","rvm","659.15","8.18"
"rolling","mlpe","ksvm","601.73","7.47"
"rolling","naive","lm","613.83","7.62"
"rolling","naive","mlpe","578.51","7.18"
"rolling","naive","naive","578.51","7.18"
"rolling","naive","ctree","763.46","9.48"
"rolling","naive","mlp","578.51","7.18"
"rolling","naive","randomForest","648.5","8.05"
"rolling","naive","mr","613.83","7.62"
"rolling","naive","rvm","649.73","8.07"
"rolling","naive","ksvm","592.5","7.35"
"rolling","ctree","lm","666.39","8.27"
"rolling","ctree","mlpe","831.61","10.32"
"rolling","ctree","naive","578.51","7.18"
"rolling","ctree","ctree","793.67","9.85"
"rolling","ctree","mlp","842.09","10.45"
"rolling","ctree","randomForest","728.99","9.05"
"rolling","ctree","mr","666.39","8.27"
"rolling","ctree","rvm","675.64","8.39"
"rolling","ctree","ksvm","654.06","8.12"
"rolling","mlp","lm","604.42","7.5"
"rolling","mlp","mlpe","594.12","7.37"
"rolling","mlp","naive","578.51","7.18"
"rolling","mlp","ctree","795.38","9.87"
"rolling","mlp","mlp","831.84","10.33"
"rolling","mlp","randomForest","658.84","8.18"
"rolling","mlp","mr","604.94","7.51"
"rolling","mlp","rvm","703.61","8.73"
"rolling","mlp","ksvm","556.81","6.91"
"rolling","randomForest","lm","582.86","7.24"
"rolling","randomForest","mlpe","853.87","10.6"
"rolling","randomForest","naive","578.51","7.18"
"rolling","randomForest","ctree","723.6","8.98"
"rolling","randomForest","mlp","774.05","9.61"
"rolling","randomForest","randomForest","614.15","7.62"
"rolling","randomForest","mr","581.95","7.22"
"rolling","randomForest","rvm","647.69","8.04"
"rolling","randomForest","ksvm","541.25","6.72"
"rolling","mr","lm","645.75","8.02"
"rolling","mr","mlpe","760.64","9.44"
"rolling","mr","naive","578.51","7.18"
"rolling","mr","ctree","785.35","9.75"
"rolling","mr","mlp","761.22","9.45"
"rolling","mr","randomForest","701.04","8.7"
"rolling","mr","mr","645.75","8.02"
"rolling","mr","rvm","730.31","9.07"
"rolling","mr","ksvm","630.44","7.83"
"rolling","rvm","lm","627.03","7.78"
"rolling","rvm","mlpe","898.65","11.16"
"rolling","rvm","naive","578.51","7.18"
"rolling","rvm","ctree","710.64","8.82"
"rolling","rvm","mlp","715.2","8.88"
"rolling","rvm","randomForest","649.49","8.06"
"rolling","rvm","mr","618.55","7.68"
"rolling","rvm","rvm","708","8.79"
"rolling","rvm","ksvm","522.15","6.48"
"rolling","ksvm","lm","518.1","6.43"
"rolling","ksvm","mlpe","648.19","8.05"
"rolling","ksvm","naive","578.51","7.18"
"rolling","ksvm","ctree","699.04","8.68"
"rolling","ksvm","mlp","593.64","7.37"
"rolling","ksvm","randomForest","618.92","7.68"
"rolling","ksvm","mr","509.81","6.33"
"rolling","ksvm","rvm","600.14","7.45"
"rolling","ksvm","ksvm","535.52","6.65"
"rolling","HW","lm","550.5","6.83"
"rolling","HW","mlpe","676.96","8.4"
"rolling","HW","naive","567.96","7.05"
"rolling","HW","ctree","774.91","9.62"
"rolling","HW","mlp","721.07","8.95"
"rolling","HW","randomForest","685.77","8.51"
"rolling","HW","mr","550.5","6.83"
"rolling","HW","rvm","694.95","8.63"
"rolling","HW","ksvm","673.81","8.36"
"rolling","Arima","lm","644.89","8.01"
"rolling","Arima","mlpe","678.6","8.42"
"rolling","Arima","naive","575.21","7.14"
"rolling","Arima","ctree","720.39","8.94"
"rolling","Arima","mlp","737.45","9.15"
"rolling","Arima","randomForest","653.5","8.11"
"rolling","Arima","mr","644.89","8.01"
"rolling","Arima","rvm","646.57","8.03"
"rolling","Arima","ksvm","562.45","6.98"
"rolling","NN","lm","569.73","7.07"
"rolling","NN","mlpe","654.26","8.12"
"rolling","NN","naive","567.96","7.05"
"rolling","NN","ctree","805.54","10"
"rolling","NN","mlp","680.98","8.45"
"rolling","NN","randomForest","737.54","9.16"
"rolling","NN","mr","569.93","7.07"
"rolling","NN","rvm","818.78","10.16"
"rolling","NN","ksvm","663.96","8.24"
"rolling","ETS","lm","573.92","7.12"
"rolling","ETS","mlpe","565.04","7.01"
"rolling","ETS","naive","575.21","7.14"
"rolling","ETS","ctree","683.62","8.49"
"rolling","ETS","mlp","646.32","8.02"
"rolling","ETS","randomForest","612.41","7.6"
"rolling","ETS","mr","573.92","7.12"
"rolling","ETS","rvm","671.39","8.33"
"rolling","ETS","ksvm","508.48","6.31"
