"window","uni","multi","mae","nmae"
"rolling","randomForest","mr","1132.42","7.37"
"rolling","randomForest","rvm","1324.04","8.62"
"rolling","randomForest","ksvm","1333.45","8.68"
"rolling","mr","lm","1177.71","7.67"
"rolling","mr","mlpe","1244.13","8.1"
"rolling","mr","naive","1209.99","7.88"
"rolling","mr","ctree","1224.32","7.97"
"rolling","mr","mlp","1234.58","8.04"
"rolling","mr","randomForest","1173.59","7.64"
"rolling","mr","mr","1177.71","7.67"
"rolling","mr","rvm","1246.7","8.12"
"rolling","mr","ksvm","1345.09","8.76"
"rolling","rvm","lm","1090.66","7.1"
"rolling","rvm","mlpe","1145.09","7.45"
"rolling","rvm","naive","1209.99","7.88"
"rolling","rvm","ctree","1179.85","7.68"
"rolling","rvm","mlp","1197.17","7.79"
"rolling","rvm","randomForest","1111.03","7.23"
"rolling","rvm","mr","1089.86","7.1"
"rolling","rvm","rvm","1450.56","9.44"
"rolling","rvm","ksvm","1229.15","8"
"rolling","ksvm","lm","1119.65","7.29"
"rolling","ksvm","mlpe","1223.48","7.97"
"rolling","ksvm","naive","1209.99","7.88"
"rolling","ksvm","ctree","1139.5","7.42"
"rolling","ksvm","mlp","1254.55","8.17"
"rolling","ksvm","randomForest","1134.76","7.39"
"rolling","ksvm","mr","1144.79","7.45"
"rolling","ksvm","rvm","1145.31","7.46"
"rolling","ksvm","ksvm","1255.43","8.17"
"rolling","HW","lm","932.62","6.07"
"rolling","HW","mlpe","1040.85","6.78"
"rolling","HW","naive","1213.24","7.9"
"rolling","HW","ctree","1082.1","7.04"
"rolling","HW","mlp","1125.74","7.33"
"rolling","HW","randomForest","1024.25","6.67"
"rolling","HW","mr","932.62","6.07"
"rolling","HW","rvm","1806.61","11.76"
"rolling","HW","ksvm","1171.16","7.62"
"rolling","Arima","lm","1069.91","6.97"
"rolling","Arima","mlpe","1085.3","7.07"
"rolling","Arima","naive","1208.81","7.87"
"rolling","Arima","ctree","1175.27","7.65"
"rolling","Arima","mlp","1170.84","7.62"
"rolling","Arima","randomForest","1106.09","7.2"
"rolling","Arima","mr","1069.91","6.97"
"rolling","Arima","rvm","1705.57","11.1"
"rolling","Arima","ksvm","1065.26","6.94"
"rolling","NN","lm","1069.69","6.96"
"rolling","NN","mlpe","1265.69","8.24"
"rolling","NN","naive","1213.24","7.9"
"rolling","NN","ctree","1193.55","7.77"
"rolling","NN","mlp","1300.83","8.47"
"rolling","NN","randomForest","1101.42","7.17"
"rolling","NN","mr","1090.11","7.1"
"rolling","NN","rvm","1688.96","11"
"rolling","NN","ksvm","1336.46","8.7"
"rolling","ETS","lm","927.01","6.04"
"rolling","ETS","mlpe","961.84","6.26"
"rolling","ETS","naive","1208.81","7.87"
"rolling","ETS","ctree","929.82","6.05"
"rolling","ETS","mlp","1003.55","6.53"
"rolling","ETS","randomForest","1014.94","6.61"
"rolling","ETS","mr","927.01","6.04"
"rolling","ETS","rvm","980.07","6.38"
"rolling","ETS","ksvm","895.17","5.83"
