"window","uni","multi","mae","nmae"
"incremental","HW","mr","402.53","5.4"
"incremental","HW","rvm","581.35","7.8"
"incremental","HW","ksvm","430.47","5.78"
"incremental","Arima","lm","506.7","6.8"
"incremental","Arima","mlpe","515.19","6.91"
"incremental","Arima","naive","630.2","8.46"
"incremental","Arima","ctree","522.69","7.02"
"incremental","Arima","mlp","532.23","7.14"
"incremental","Arima","randomForest","534.94","7.18"
"incremental","Arima","mr","506.7","6.8"
"incremental","Arima","rvm","558","7.49"
"incremental","Arima","ksvm","538.66","7.23"
"incremental","NN","lm","566.59","7.6"
"incremental","NN","mlpe","499.83","6.71"
"incremental","NN","naive","634.88","8.52"
"incremental","NN","ctree","510.34","6.85"
"incremental","NN","mlp","516.82","6.94"
"incremental","NN","randomForest","572.44","7.68"
"incremental","NN","mr","555.29","7.45"
"incremental","NN","rvm","604.4","8.11"
"incremental","NN","ksvm","495.41","6.65"
"incremental","ETS","lm","413.26","5.55"
"incremental","ETS","mlpe","413.95","5.56"
"incremental","ETS","naive","630.2","8.46"
"incremental","ETS","ctree","453.47","6.09"
"incremental","ETS","mlp","429.29","5.76"
"incremental","ETS","randomForest","464.94","6.24"
"incremental","ETS","mr","413.26","5.55"
"incremental","ETS","rvm","555.55","7.46"
"incremental","ETS","ksvm","436.36","5.86"
"rolling","lm","lm","695.58","9.34"
"rolling","lm","mlpe","844.83","11.34"
"rolling","lm","naive","644.9","8.66"
"rolling","lm","ctree","806.2","10.82"
"rolling","lm","mlp","841.38","11.29"
"rolling","lm","randomForest","732.16","9.83"
"rolling","lm","mr","695.58","9.34"
"rolling","lm","rvm","791.92","10.63"
"rolling","lm","ksvm","659.53","8.85"
"rolling","mlpe","lm","658.07","8.83"
"rolling","mlpe","mlpe","703.8","9.45"
"rolling","mlpe","naive","644.9","8.66"
"rolling","mlpe","ctree","775.75","10.41"
"rolling","mlpe","mlp","673.57","9.04"
"rolling","mlpe","randomForest","684.41","9.19"
"rolling","mlpe","mr","635.21","8.53"
"rolling","mlpe","rvm","670.46","9"
"rolling","mlpe","ksvm","543.09","7.29"
"rolling","naive","lm","671.45","9.01"
"rolling","naive","mlpe","644.9","8.66"
"rolling","naive","naive","644.9","8.66"
"rolling","naive","ctree","795.81","10.68"
"rolling","naive","mlp","644.9","8.66"
"rolling","naive","randomForest","702.96","9.43"
"rolling","naive","mr","671.45","9.01"
"rolling","naive","rvm","734.65","9.86"
"rolling","naive","ksvm","650.63","8.73"
"rolling","ctree","lm","703.77","9.45"
"rolling","ctree","mlpe","816.44","10.96"
"rolling","ctree","naive","644.9","8.66"
"rolling","ctree","ctree","813.94","10.92"
"rolling","ctree","mlp","960.76","12.89"
"rolling","ctree","randomForest","764.66","10.26"
"rolling","ctree","mr","703.77","9.45"
"rolling","ctree","rvm","763.7","10.25"
"rolling","ctree","ksvm","708.14","9.5"
"rolling","mlp","lm","689.68","9.26"
"rolling","mlp","mlpe","715.72","9.61"
"rolling","mlp","naive","644.9","8.66"
"rolling","mlp","ctree","758.67","10.18"
"rolling","mlp","mlp","953.38","12.8"
"rolling","mlp","randomForest","690.63","9.27"
"rolling","mlp","mr","626.32","8.41"
"rolling","mlp","rvm","668.45","8.97"
"rolling","mlp","ksvm","569.79","7.65"
"rolling","randomForest","lm","615.12","8.26"
"rolling","randomForest","mlpe","681.76","9.15"
"rolling","randomForest","naive","644.9","8.66"
"rolling","randomForest","ctree","765.8","10.28"
"rolling","randomForest","mlp","739.6","9.93"
"rolling","randomForest","randomForest","678.84","9.11"
"rolling","randomForest","mr","618.58","8.3"
"rolling","randomForest","rvm","651.07","8.74"
"rolling","randomForest","ksvm","593.47","7.96"
"rolling","mr","lm","695.58","9.34"
"rolling","mr","mlpe","785.48","10.54"
"rolling","mr","naive","644.9","8.66"
"rolling","mr","ctree","806.2","10.82"
"rolling","mr","mlp","818.32","10.98"
"rolling","mr","randomForest","723.11","9.7"
"rolling","mr","mr","695.58","9.34"
"rolling","mr","rvm","811.44","10.89"
"rolling","mr","ksvm","653.31","8.77"
"rolling","rvm","lm","655.06","8.79"
"rolling","rvm","mlpe","719.96","9.66"
"rolling","rvm","naive","644.9","8.66"
"rolling","rvm","ctree","727.07","9.76"
"rolling","rvm","mlp","725.05","9.73"
"rolling","rvm","randomForest","679.39","9.12"
"rolling","rvm","mr","659.04","8.84"
"rolling","rvm","rvm","768.89","10.32"
"rolling","rvm","ksvm","576.99","7.74"
"rolling","ksvm","lm","549.69","7.38"
"rolling","ksvm","mlpe","597.4","8.02"
"rolling","ksvm","naive","644.9","8.66"
"rolling","ksvm","ctree","699.15","9.38"
"rolling","ksvm","mlp","654.92","8.79"
"rolling","ksvm","randomForest","657.16","8.82"
"rolling","ksvm","mr","542.89","7.29"
"rolling","ksvm","rvm","670.48","9"
"rolling","ksvm","ksvm","583.15","7.83"
"rolling","HW","lm","575.76","7.73"
"rolling","HW","mlpe","678.06","9.1"
"rolling","HW","naive","637.27","8.55"
"rolling","HW","ctree","777.3","10.43"
"rolling","HW","mlp","667.72","8.96"
"rolling","HW","randomForest","698.95","9.38"
"rolling","HW","mr","575.76","7.73"
"rolling","HW","rvm","701.86","9.42"
"rolling","HW","ksvm","696.24","9.34"
"rolling","Arima","lm","693.7","9.31"
"rolling","Arima","mlpe","702.87","9.43"
"rolling","Arima","naive","643.29","8.63"
"rolling","Arima","ctree","746.15","10.01"
"rolling","Arima","mlp","774.54","10.4"
"rolling","Arima","randomForest","685.29","9.2"
"rolling","Arima","mr","693.7","9.31"
"rolling","Arima","rvm","652.06","8.75"
"rolling","Arima","ksvm","584.88","7.85"
"rolling","NN","lm","617.97","8.29"
"rolling","NN","mlpe","719.06","9.65"
"rolling","NN","naive","637.27","8.55"
"rolling","NN","ctree","834.69","11.2"
"rolling","NN","mlp","730.05","9.8"
"rolling","NN","randomForest","746.91","10.02"
"rolling","NN","mr","627.73","8.42"
"rolling","NN","rvm","575.23","7.72"
"rolling","NN","ksvm","757.66","10.17"
"rolling","ETS","lm","583.91","7.84"
"rolling","ETS","mlpe","537.36","7.21"
"rolling","ETS","naive","643.29","8.63"
"rolling","ETS","ctree","623.36","8.37"
"rolling","ETS","mlp","710.79","9.54"
"rolling","ETS","randomForest","620.83","8.33"
"rolling","ETS","mr","583.91","7.84"
"rolling","ETS","rvm","541.32","7.27"
"rolling","ETS","ksvm","469.61","6.3"
