"window","uni","multi","mae","nmae"
"incremental","NN","randomForest","528.2","7.23"
"incremental","NN","mr","568.27","7.78"
"incremental","NN","rvm","642.92","8.8"
"incremental","NN","ksvm","487.73","6.68"
"incremental","ETS","lm","452.9","6.2"
"incremental","ETS","mlpe","976.61","13.37"
"incremental","ETS","naive","640.92","8.77"
"incremental","ETS","ctree","447.76","6.13"
"incremental","ETS","mlp","975","13.35"
"incremental","ETS","randomForest","497.89","6.82"
"incremental","ETS","mr","452.9","6.2"
"incremental","ETS","rvm","643.24","8.81"
"incremental","ETS","ksvm","462.38","6.33"
"rolling","lm","lm","693.04","9.49"
"rolling","lm","mlpe","680.1","9.31"
"rolling","lm","naive","653.51","8.95"
"rolling","lm","ctree","781","10.69"
"rolling","lm","mlp","754.21","10.33"
"rolling","lm","randomForest","696.19","9.53"
"rolling","lm","mr","693.04","9.49"
"rolling","lm","rvm","824.83","11.29"
"rolling","lm","ksvm","660.6","9.04"
"rolling","mlpe","lm","624.96","8.56"
"rolling","mlpe","mlpe","633.43","8.67"
"rolling","mlpe","naive","653.51","8.95"
"rolling","mlpe","ctree","767.04","10.5"
"rolling","mlpe","mlp","713.36","9.77"
"rolling","mlpe","randomForest","630.47","8.63"
"rolling","mlpe","mr","624.95","8.56"
"rolling","mlpe","rvm","658.94","9.02"
"rolling","mlpe","ksvm","584.4","8"
"rolling","naive","lm","678","9.28"
"rolling","naive","mlpe","653.51","8.95"
"rolling","naive","naive","653.51","8.95"
"rolling","naive","ctree","789.55","10.81"
"rolling","naive","mlp","653.51","8.95"
"rolling","naive","randomForest","706.03","9.67"
"rolling","naive","mr","678","9.28"
"rolling","naive","rvm","730.07","10"
"rolling","naive","ksvm","665.51","9.11"
"rolling","ctree","lm","683.69","9.36"
"rolling","ctree","mlpe","764.89","10.47"
"rolling","ctree","naive","653.51","8.95"
"rolling","ctree","ctree","773.69","10.59"
"rolling","ctree","mlp","762.06","10.43"
"rolling","ctree","randomForest","726.59","9.95"
"rolling","ctree","mr","683.69","9.36"
"rolling","ctree","rvm","760.19","10.41"
"rolling","ctree","ksvm","670.16","9.18"
"rolling","mlp","lm","660.65","9.04"
"rolling","mlp","mlpe","603.96","8.27"
"rolling","mlp","naive","653.51","8.95"
"rolling","mlp","ctree","736.79","10.09"
"rolling","mlp","mlp","767.27","10.5"
"rolling","mlp","randomForest","659.5","9.03"
"rolling","mlp","mr","833.69","11.41"
"rolling","mlp","rvm","730.85","10.01"
"rolling","mlp","ksvm","582.12","7.97"
"rolling","randomForest","lm","592.16","8.11"
"rolling","randomForest","mlpe","599.46","8.21"
"rolling","randomForest","naive","653.51","8.95"
"rolling","randomForest","ctree","640.12","8.76"
"rolling","randomForest","mlp","858.55","11.75"
"rolling","randomForest","randomForest","624.61","8.55"
"rolling","randomForest","mr","591.32","8.1"
"rolling","randomForest","rvm","595.61","8.15"
"rolling","randomForest","ksvm","553.77","7.58"
"rolling","mr","lm","693.04","9.49"
"rolling","mr","mlpe","731.83","10.02"
"rolling","mr","naive","653.51","8.95"
"rolling","mr","ctree","781","10.69"
"rolling","mr","mlp","747.04","10.23"
"rolling","mr","randomForest","694.2","9.5"
"rolling","mr","mr","693.04","9.49"
"rolling","mr","rvm","814.95","11.16"
"rolling","mr","ksvm","663.19","9.08"
"rolling","rvm","lm","650.17","8.9"
"rolling","rvm","mlpe","721.3","9.88"
"rolling","rvm","naive","653.51","8.95"
"rolling","rvm","ctree","732.31","10.03"
"rolling","rvm","mlp","783.39","10.73"
"rolling","rvm","randomForest","634.88","8.69"
"rolling","rvm","mr","656.63","8.99"
"rolling","rvm","rvm","687.2","9.41"
"rolling","rvm","ksvm","592.74","8.12"
"rolling","ksvm","lm","541.94","7.42"
"rolling","ksvm","mlpe","599.2","8.2"
"rolling","ksvm","naive","653.51","8.95"
"rolling","ksvm","ctree","612.8","8.39"
"rolling","ksvm","mlp","731.62","10.02"
"rolling","ksvm","randomForest","625.45","8.56"
"rolling","ksvm","mr","544.67","7.46"
"rolling","ksvm","rvm","630.75","8.64"
"rolling","ksvm","ksvm","553.41","7.58"
"rolling","HW","lm","579.59","7.94"
"rolling","HW","mlpe","597.17","8.18"
"rolling","HW","naive","646.55","8.85"
"rolling","HW","ctree","731.23","10.01"
"rolling","HW","mlp","689.91","9.45"
"rolling","HW","randomForest","649.41","8.89"
"rolling","HW","mr","579.59","7.94"
"rolling","HW","rvm","611.13","8.37"
"rolling","HW","ksvm","649.02","8.89"
"rolling","Arima","lm","641.48","8.78"
"rolling","Arima","mlpe","684.38","9.37"
"rolling","Arima","naive","652.37","8.93"
"rolling","Arima","ctree","749.47","10.26"
"rolling","Arima","mlp","1026.4","14.05"
"rolling","Arima","randomForest","673.28","9.22"
"rolling","Arima","mr","641.48","8.78"
"rolling","Arima","rvm","799.51","10.95"
"rolling","Arima","ksvm","580.66","7.95"
"rolling","NN","lm","618.48","8.47"
"rolling","NN","mlpe","668.2","9.15"
"rolling","NN","naive","646.55","8.85"
"rolling","NN","ctree","792.01","10.84"
"rolling","NN","mlp","681.52","9.33"
"rolling","NN","randomForest","663.44","9.08"
"rolling","NN","mr","620.92","8.5"
"rolling","NN","rvm","616.88","8.45"
"rolling","NN","ksvm","697.64","9.55"
"rolling","ETS","lm","584.29","8"
"rolling","ETS","mlpe","645.27","8.83"
"rolling","ETS","naive","652.37","8.93"
"rolling","ETS","ctree","592.87","8.12"
"rolling","ETS","mlp","594.05","8.13"
"rolling","ETS","randomForest","650.74","8.91"
"rolling","ETS","mr","584.29","8"
"rolling","ETS","rvm","672.96","9.21"
"rolling","ETS","ksvm","543.75","7.44"
