"window","model","mae","nmae"
"incremental","lm","528.67790575526","7.23819695721879"
"incremental","mlpe","459.863593126549","6.29605138453654"
"incremental","naive","641.538560477727","8.78338664399954"
"incremental","ctree","686.694279686727","9.4016193823484"
"incremental","mlp","542.126816708193","7.42232772053933"
"incremental","randomForest","458.331859047619","6.27508021697178"
"incremental","mr","528.677891369602","7.2381967602629"
"incremental","rvm","848.892174699501","11.6222915484598"
"incremental","ksvm","425.733822156777","5.82877631649476"
"incremental","HW","441.93","6.05"
"incremental","Arima","515.64","7.06"
"incremental","NN","525.53","7.2"
"incremental","ETS","409.96","5.61"
"rolling","lm","754.790345451645","10.3339313451759"
"rolling","mlpe","627.232369427","8.58751874900054"
"rolling","naive","646.830079365079","8.85583350718893"
"rolling","ctree","712.722203473319","9.75797102236199"
"rolling","mlp","791.140844077178","10.8316106801366"
"rolling","randomForest","467.851023809524","6.40540832159808"
"rolling","mr","754.790345883374","10.3339313510867"
"rolling","rvm","587.020512933415","8.03697306863931"
"rolling","ksvm","548.020277375019","7.5030158457697"
"rolling","HW","466.91","6.39"
"rolling","Arima","511.28","7"
"rolling","NN","533.99","7.31"
"rolling","ETS","396.17","5.42"
