"window","uni","multi","mae","nmae"
"incremental","lm","lm","405.02","13.96"
"incremental","lm","mlpe","442.1","15.24"
"incremental","lm","naive","531.03","18.31"
"incremental","lm","ctree","438.9","15.13"
"incremental","lm","mlp","426.18","14.69"
"incremental","lm","randomForest","441.01","15.2"
"incremental","lm","mr","405.02","13.96"
"incremental","lm","rvm","419.02","14.44"
"incremental","lm","ksvm","428.48","14.77"
"incremental","mlpe","lm","477.97","16.48"
"incremental","mlpe","mlpe","423.82","14.61"
"incremental","mlpe","naive","531.03","18.31"
"incremental","mlpe","ctree","504.65","17.4"
"incremental","mlpe","mlp","470.2","16.21"
"incremental","mlpe","randomForest","429.91","14.82"
"incremental","mlpe","mr","466.45","16.08"
"incremental","mlpe","rvm","476.85","16.44"
"incremental","mlpe","ksvm","482.5","16.63"
"incremental","naive","lm","573.79","19.78"
"incremental","naive","mlpe","531.03","18.31"
"incremental","naive","naive","531.03","18.31"
"incremental","naive","ctree","495.23","17.07"
"incremental","naive","mlp","522.67","18.02"
"incremental","naive","randomForest","507.32","17.49"
"incremental","naive","mr","573.79","19.78"
"incremental","naive","rvm","682.32","23.52"
"incremental","naive","ksvm","560.91","19.33"
"incremental","ctree","lm","496.43","17.11"
"incremental","ctree","mlpe","526.02","18.13"
"incremental","ctree","naive","531.03","18.31"
"incremental","ctree","ctree","480.57","16.57"
"incremental","ctree","mlp","521.4","17.97"
"incremental","ctree","randomForest","494.97","17.06"
"incremental","ctree","mr","496.43","17.11"
"incremental","ctree","rvm","536.27","18.49"
"incremental","ctree","ksvm","516.77","17.81"
"incremental","mlp","lm","464.54","16.01"
"incremental","mlp","mlpe","393.99","13.58"
"incremental","mlp","naive","531.03","18.31"
"incremental","mlp","ctree","456.16","15.72"
"incremental","mlp","mlp","553.11","19.07"
"incremental","mlp","randomForest","461.17","15.9"
"incremental","mlp","mr","474.77","16.37"
"incremental","mlp","rvm","548.97","18.92"
"incremental","mlp","ksvm","493.72","17.02"
"incremental","randomForest","lm","397.69","13.71"
"incremental","randomForest","mlpe","393.53","13.57"
"incremental","randomForest","naive","531.03","18.31"
"incremental","randomForest","ctree","404.41","13.94"
"incremental","randomForest","mlp","386.72","13.33"
"incremental","randomForest","randomForest","407.47","14.05"
