"window","uni","multi","mae","nmae"
"incremental","randomForest","mr","396.9","13.68"
"incremental","randomForest","rvm","408.18","14.07"
"incremental","randomForest","ksvm","413.37","14.25"
"incremental","mr","lm","405.02","13.96"
"incremental","mr","mlpe","420.63","14.5"
"incremental","mr","naive","531.03","18.31"
"incremental","mr","ctree","438.9","15.13"
"incremental","mr","mlp","402.14","13.86"
"incremental","mr","randomForest","440.45","15.18"
"incremental","mr","mr","405.02","13.96"
"incremental","mr","rvm","429.92","14.82"
"incremental","mr","ksvm","424.25","14.62"
"incremental","rvm","lm","528.53","18.22"
"incremental","rvm","mlpe","513.64","17.71"
"incremental","rvm","naive","531.03","18.31"
"incremental","rvm","ctree","507.08","17.48"
"incremental","rvm","mlp","516.68","17.81"
"incremental","rvm","randomForest","468.31","16.14"
"incremental","rvm","mr","521.65","17.98"
"incremental","rvm","rvm","553.48","19.08"
"incremental","rvm","ksvm","444.73","15.33"
"incremental","ksvm","lm","383.56","13.22"
"incremental","ksvm","mlpe","380.84","13.13"
"incremental","ksvm","naive","531.03","18.31"
"incremental","ksvm","ctree","437.38","15.08"
"incremental","ksvm","mlp","394.97","13.61"
"incremental","ksvm","randomForest","398.97","13.75"
"incremental","ksvm","mr","375.09","12.93"
"incremental","ksvm","rvm","410.32","14.14"
"incremental","ksvm","ksvm","399.16","13.76"
"incremental","HW","lm","355.97","12.27"
"incremental","HW","mlpe","356.9","12.3"
"incremental","HW","naive","536","18.48"
"incremental","HW","ctree","324.73","11.19"
"incremental","HW","mlp","348.57","12.02"
"incremental","HW","randomForest","372.6","12.84"
"incremental","HW","mr","355.97","12.27"
"incremental","HW","rvm","344.8","11.89"
"incremental","HW","ksvm","380.6","13.12"
"incremental","Arima","lm","386.46","13.32"
"incremental","Arima","mlpe","396.14","13.66"
"incremental","Arima","naive","530.98","18.3"
"incremental","Arima","ctree","395.02","13.62"
"incremental","Arima","mlp","398.53","13.74"
"incremental","Arima","randomForest","426.97","14.72"
"incremental","Arima","mr","386.46","13.32"
"incremental","Arima","rvm","451.67","15.57"
"incremental","Arima","ksvm","421.14","14.52"
"incremental","NN","lm","474.91","16.37"
"incremental","NN","mlpe","445.95","15.37"
"incremental","NN","naive","536","18.48"
"incremental","NN","ctree","453.68","15.64"
"incremental","NN","mlp","458.32","15.8"
"incremental","NN","randomForest","457.38","15.77"
"incremental","NN","mr","449.52","15.5"
"incremental","NN","rvm","545.18","18.79"
"incremental","NN","ksvm","456.28","15.73"
"incremental","ETS","lm","337.37","11.63"
"incremental","ETS","mlpe","338.58","11.67"
"incremental","ETS","naive","530.98","18.3"
"incremental","ETS","ctree","312.63","10.78"
"incremental","ETS","mlp","368.79","12.71"
"incremental","ETS","randomForest","385.06","13.27"
"incremental","ETS","mr","337.37","11.63"
"incremental","ETS","rvm","389.43","13.42"
"incremental","ETS","ksvm","376.04","12.96"
"incremental","lm","lm","405.02","13.96"
"incremental","lm","mlpe","420.53","14.5"
"incremental","lm","naive","531.03","18.31"
"incremental","lm","ctree","438.9","15.13"
"incremental","lm","mlp","422.99","14.58"
"incremental","lm","randomForest","442.84","15.26"
"incremental","lm","mr","405.02","13.96"
"incremental","lm","rvm","448.97","15.48"
"incremental","lm","ksvm","428.76","14.78"
"incremental","mlpe","lm","467.89","16.13"
"incremental","mlpe","mlpe","452.71","15.61"
"incremental","mlpe","naive","531.03","18.31"
"incremental","mlpe","ctree","473.54","16.32"
"incremental","mlpe","mlp","461.87","15.92"
"incremental","mlpe","randomForest","422.22","14.55"
"incremental","mlpe","mr","411.98","14.2"
"incremental","mlpe","rvm","493.47","17.01"
"incremental","mlpe","ksvm","446.71","15.4"
"incremental","naive","lm","573.79","19.78"
"incremental","naive","mlpe","531.03","18.31"
"incremental","naive","naive","531.03","18.31"
"incremental","naive","ctree","495.23","17.07"
"incremental","naive","mlp","538.25","18.55"
"incremental","naive","randomForest","507.11","17.48"
"incremental","naive","mr","573.79","19.78"
"incremental","naive","rvm","695.85","23.99"
"incremental","naive","ksvm","560.71","19.33"
"incremental","ctree","lm","496.43","17.11"
"incremental","ctree","mlpe","501.29","17.28"
"incremental","ctree","naive","531.03","18.31"
"incremental","ctree","ctree","480.57","16.57"
"incremental","ctree","mlp","517.36","17.83"
"incremental","ctree","randomForest","495.92","17.09"
"incremental","ctree","mr","496.43","17.11"
"incremental","ctree","rvm","510.51","17.6"
"incremental","ctree","ksvm","507.77","17.5"
"incremental","mlp","lm","443.25","15.28"
"incremental","mlp","mlpe","570.4","19.66"
"incremental","mlp","naive","531.03","18.31"
"incremental","mlp","ctree","477.74","16.47"
"incremental","mlp","mlp","493.52","17.01"
"incremental","mlp","randomForest","430.05","14.82"
"incremental","mlp","mr","403.88","13.92"
"incremental","mlp","rvm","575.27","19.83"
"incremental","mlp","ksvm","534.87","18.44"
"incremental","randomForest","lm","401.38","13.84"
"incremental","randomForest","mlpe","386.08","13.31"
"incremental","randomForest","naive","531.03","18.31"
"incremental","randomForest","ctree","411.7","14.19"
"incremental","randomForest","mlp","394.77","13.61"
"incremental","randomForest","randomForest","391.7","13.5"
"incremental","randomForest","mr","392.89","13.54"
"incremental","randomForest","rvm","396.99","13.68"
"incremental","randomForest","ksvm","400.38","13.8"
"incremental","mr","lm","405.02","13.96"
"incremental","mr","mlpe","411.89","14.2"
"incremental","mr","naive","531.03","18.31"
"incremental","mr","ctree","438.9","15.13"
"incremental","mr","mlp","423.39","14.59"
"incremental","mr","randomForest","445.07","15.34"
"incremental","mr","mr","405.02","13.96"
"incremental","mr","rvm","439.01","15.13"
"incremental","mr","ksvm","423.15","14.59"
"incremental","rvm","lm","486.36","16.77"
"incremental","rvm","mlpe","535.61","18.46"
"incremental","rvm","naive","531.03","18.31"
"incremental","rvm","ctree","564.37","19.45"
"incremental","rvm","mlp","536.98","18.51"
"incremental","rvm","randomForest","427.42","14.73"
"incremental","rvm","mr","508.83","17.54"
"incremental","rvm","rvm","568.35","19.59"
"incremental","rvm","ksvm","485.55","16.74"
"incremental","ksvm","lm","374.04","12.89"
"incremental","ksvm","mlpe","392.37","13.53"
"incremental","ksvm","naive","531.03","18.31"
"incremental","ksvm","ctree","432.16","14.9"
"incremental","ksvm","mlp","379.82","13.09"
"incremental","ksvm","randomForest","391.75","13.5"
"incremental","ksvm","mr","396.9","13.68"
"incremental","ksvm","rvm","459.36","15.83"
"incremental","ksvm","ksvm","382.53","13.19"
"incremental","HW","lm","355.97","12.27"
"incremental","HW","mlpe","359.72","12.4"
"incremental","HW","naive","536","18.48"
"incremental","HW","ctree","324.73","11.19"
"incremental","HW","mlp","382.42","13.18"
"incremental","HW","randomForest","373.88","12.89"
"incremental","HW","mr","355.97","12.27"
"incremental","HW","rvm","328.69","11.33"
"incremental","HW","ksvm","391.82","13.51"
"incremental","Arima","lm","386.46","13.32"
"incremental","Arima","mlpe","383.32","13.21"
"incremental","Arima","naive","530.98","18.3"
"incremental","Arima","ctree","395.02","13.62"
"incremental","Arima","mlp","390.34","13.46"
"incremental","Arima","randomForest","425.29","14.66"
"incremental","Arima","mr","386.46","13.32"
"incremental","Arima","rvm","506.45","17.46"
"incremental","Arima","ksvm","418.4","14.42"
"incremental","NN","lm","431.53","14.88"
"incremental","NN","mlpe","436.35","15.04"
"incremental","NN","naive","536","18.48"
"incremental","NN","ctree","417.07","14.38"
"incremental","NN","mlp","462.16","15.93"
"incremental","NN","randomForest","439.8","15.16"
"incremental","NN","mr","437.18","15.07"
"incremental","NN","rvm","448.13","15.45"
"incremental","NN","ksvm","437.13","15.07"
"incremental","ETS","lm","337.37","11.63"
"incremental","ETS","mlpe","352.3","12.14"
"incremental","ETS","naive","530.98","18.3"
"incremental","ETS","ctree","312.63","10.78"
"incremental","ETS","mlp","344.54","11.88"
"incremental","ETS","randomForest","380.24","13.11"
"incremental","ETS","mr","337.37","11.63"
"incremental","ETS","rvm","356.4","12.29"
"incremental","ETS","ksvm","380.57","13.12"
