"window","uni","multi","mae","nmae"
"incremental","lm","lm","1054.77","6.87"
"incremental","lm","mlpe","1205.04","7.85"
"incremental","lm","naive","1183.19","7.7"
"incremental","lm","ctree","1041.74","6.78"
"incremental","lm","mlp","1391.71","9.06"
"incremental","lm","randomForest","1074.03","6.99"
"incremental","lm","mr","1054.77","6.87"
"incremental","lm","rvm","1549.22","10.09"
"incremental","lm","ksvm","995.77","6.48"
"incremental","mlpe","lm","1158.54","7.54"
"incremental","mlpe","mlpe","1563","10.18"
"incremental","mlpe","naive","1183.19","7.7"
"incremental","mlpe","ctree","1324.7","8.62"
"incremental","mlpe","mlp","1286.54","8.38"
"incremental","mlpe","randomForest","1121.28","7.3"
"incremental","mlpe","mr","1169.03","7.61"
"incremental","mlpe","rvm","1478.55","9.63"
"incremental","mlpe","ksvm","1108.4","7.22"
"incremental","naive","lm","1304.42","8.49"
"incremental","naive","mlpe","1183.19","7.7"
"incremental","naive","naive","1183.19","7.7"
"incremental","naive","ctree","1221.96","7.96"
"incremental","naive","mlp","1172.76","7.64"
"incremental","naive","randomForest","1176.4","7.66"
"incremental","naive","mr","1304.42","8.49"
"incremental","naive","rvm","1734.36","11.29"
"incremental","naive","ksvm","1207.36","7.86"
"incremental","ctree","lm","1414.74","9.21"
"incremental","ctree","mlpe","1336.11","8.7"
"incremental","ctree","naive","1183.19","7.7"
"incremental","ctree","ctree","1552.38","10.11"
"incremental","ctree","mlp","1570.52","10.22"
"incremental","ctree","randomForest","1297.96","8.45"
"incremental","ctree","mr","1414.74","9.21"
"incremental","ctree","rvm","1345.23","8.76"
"incremental","ctree","ksvm","1230.3","8.01"
"incremental","mlp","lm","1507.44","9.81"
"incremental","mlp","mlpe","1916.98","12.48"
"incremental","mlp","naive","1183.19","7.7"
"incremental","mlp","ctree","1200.69","7.82"
"incremental","mlp","mlp","1147.21","7.47"
"incremental","mlp","randomForest","1133.28","7.38"
"incremental","mlp","mr","1544.36","10.05"
"incremental","mlp","rvm","1277.19","8.32"
"incremental","mlp","ksvm","1110.24","7.23"
"incremental","randomForest","lm","978.79","6.37"
"incremental","randomForest","mlpe","910.18","5.93"
"incremental","randomForest","naive","1183.19","7.7"
"incremental","randomForest","ctree","907.4","5.91"
"incremental","randomForest","mlp","941.65","6.13"
"incremental","randomForest","randomForest","981.62","6.39"
"incremental","randomForest","mr","975.32","6.35"
"incremental","randomForest","rvm","1049.44","6.83"
"incremental","randomForest","ksvm","840.6","5.47"
"incremental","mr","lm","1069.16","6.96"
"incremental","mr","mlpe","1140.36","7.42"
"incremental","mr","naive","1183.19","7.7"
"incremental","mr","ctree","1041.74","6.78"
"incremental","mr","mlp","1589.35","10.35"
"incremental","mr","randomForest","1086.62","7.07"
"incremental","mr","mr","1054.77","6.87"
"incremental","mr","rvm","1501.13","9.77"
"incremental","mr","ksvm","1000.51","6.51"
"incremental","rvm","lm","1797.12","11.7"
"incremental","rvm","mlpe","1575.17","10.26"
"incremental","rvm","naive","1183.19","7.7"
"incremental","rvm","ctree","1457.85","9.49"
"incremental","rvm","mlp","1788.56","11.64"
"incremental","rvm","randomForest","1126.94","7.34"
"incremental","rvm","mr","1800.43","11.72"
"incremental","rvm","rvm","2076.36","13.52"
"incremental","rvm","ksvm","1158.35","7.54"
"incremental","ksvm","lm","911.91","5.94"
"incremental","ksvm","mlpe","941.67","6.13"
"incremental","ksvm","naive","1183.19","7.7"
"incremental","ksvm","ctree","904.09","5.89"
"incremental","ksvm","mlp","930.72","6.06"
"incremental","ksvm","randomForest","952.62","6.2"
"incremental","ksvm","mr","903.6","5.88"
"incremental","ksvm","rvm","1106.85","7.21"
"incremental","ksvm","ksvm","827.23","5.39"
"incremental","HW","lm","811.93","5.29"
"incremental","HW","mlpe","898.98","5.85"
"incremental","HW","naive","1185.71","7.72"
"incremental","HW","ctree","861.62","5.61"
"incremental","HW","mlp","1251.91","8.15"
"incremental","HW","randomForest","864.23","5.63"
"incremental","HW","mr","811.93","5.29"
"incremental","HW","rvm","1370.04","8.92"
"incremental","HW","ksvm","909.77","5.92"
"incremental","Arima","lm","1017.29","6.62"
"incremental","Arima","mlpe","1232.23","8.02"
"incremental","Arima","naive","1180.67","7.69"
"incremental","Arima","ctree","1152.36","7.5"
"incremental","Arima","mlp","2503.94","16.3"
"incremental","Arima","randomForest","1178.85","7.67"
"incremental","Arima","mr","1017.29","6.62"
"incremental","Arima","rvm","1336.1","8.7"
"incremental","Arima","ksvm","1098.22","7.15"
"incremental","NN","lm","1049.51","6.83"
"incremental","NN","mlpe","1094.55","7.13"
"incremental","NN","naive","1185.71","7.72"
"incremental","NN","ctree","1199.84","7.81"
"incremental","NN","mlp","1165.62","7.59"
"incremental","NN","randomForest","1013.08","6.6"
"incremental","NN","mr","1115.15","7.26"
"incremental","NN","rvm","1194.58","7.78"
"incremental","NN","ksvm","1021.41","6.65"
"incremental","ETS","lm","881.91","5.74"
"incremental","ETS","mlpe","989.02","6.44"
"incremental","ETS","naive","1180.67","7.69"
"incremental","ETS","ctree","963.81","6.27"
"incremental","ETS","mlp","1245.54","8.11"
"incremental","ETS","randomForest","995.51","6.48"
"incremental","ETS","mr","881.91","5.74"
"incremental","ETS","rvm","1430.66","9.31"
"incremental","ETS","ksvm","927.3","6.04"
"incremental","lm","lm","1054.77","6.87"
"incremental","lm","mlpe","1104.84","7.19"
"incremental","lm","naive","1183.19","7.7"
"incremental","lm","ctree","1041.74","6.78"
"incremental","lm","mlp","1395.9","9.09"
"incremental","lm","randomForest","1086.1","7.07"
"incremental","lm","mr","1054.77","6.87"
"incremental","lm","rvm","1346.18","8.76"
"incremental","lm","ksvm","999.27","6.51"
"incremental","mlpe","lm","1372.14","8.93"
"incremental","mlpe","mlpe","1161.48","7.56"
"incremental","mlpe","naive","1183.19","7.7"
"incremental","mlpe","ctree","1455.57","9.48"
"incremental","mlpe","mlp","1025.87","6.68"
"incremental","mlpe","randomForest","981.22","6.39"
"incremental","mlpe","mr","1171.88","7.63"
"incremental","mlpe","rvm","1519.11","9.89"
"incremental","mlpe","ksvm","1080.75","7.04"
"incremental","naive","lm","1304.42","8.49"
"incremental","naive","mlpe","1183.19","7.7"
"incremental","naive","naive","1183.19","7.7"
"incremental","naive","ctree","1221.96","7.96"
"incremental","naive","mlp","1183.19","7.7"
"incremental","naive","randomForest","1190.24","7.75"
"incremental","naive","mr","1304.42","8.49"
"incremental","naive","rvm","1790.25","11.66"
"incremental","naive","ksvm","1207.27","7.86"
"incremental","ctree","lm","1414.74","9.21"
"incremental","ctree","mlpe","1365.66","8.89"
"incremental","ctree","naive","1183.19","7.7"
"incremental","ctree","ctree","1552.38","10.11"
"incremental","ctree","mlp","1797.4","11.7"
"incremental","ctree","randomForest","1270.53","8.27"
"incremental","ctree","mr","1414.74","9.21"
"incremental","ctree","rvm","1393.16","9.07"
"incremental","ctree","ksvm","1219.67","7.94"
"incremental","mlp","lm","1267.75","8.25"
"incremental","mlp","mlpe","1367.53","8.9"
"incremental","mlp","naive","1183.19","7.7"
"incremental","mlp","ctree","1222.22","7.96"
"incremental","mlp","mlp","1623.15","10.57"
"incremental","mlp","randomForest","1103.28","7.18"
"incremental","mlp","mr","1418.46","9.23"
"incremental","mlp","rvm","1208.11","7.87"
"incremental","mlp","ksvm","964.64","6.28"
"incremental","randomForest","lm","952.6","6.2"
"incremental","randomForest","mlpe","927.21","6.04"
"incremental","randomForest","naive","1183.19","7.7"
"incremental","randomForest","ctree","885.71","5.77"
"incremental","randomForest","mlp","979.7","6.38"
"incremental","randomForest","randomForest","991.27","6.45"
"incremental","randomForest","mr","966.89","6.29"
"incremental","randomForest","rvm","1041.74","6.78"
"incremental","randomForest","ksvm","844.35","5.5"
"incremental","mr","lm","1054.77","6.87"
"incremental","mr","mlpe","1206.4","7.85"
"incremental","mr","naive","1183.19","7.7"
"incremental","mr","ctree","1041.74","6.78"
"incremental","mr","mlp","1540","10.03"
"incremental","mr","randomForest","1080.33","7.03"
"incremental","mr","mr","1055.57","6.87"
"incremental","mr","rvm","1571.76","10.23"
"incremental","mr","ksvm","993.4","6.47"
"incremental","rvm","lm","1713.68","11.16"
"incremental","rvm","mlpe","1612.91","10.5"
"incremental","rvm","naive","1183.19","7.7"
"incremental","rvm","ctree","1300.94","8.47"
"incremental","rvm","mlp","1834.72","11.94"
"incremental","rvm","randomForest","1141.09","7.43"
"incremental","rvm","mr","1772.34","11.54"
"incremental","rvm","rvm","1908.1","12.42"
"incremental","rvm","ksvm","1169.94","7.62"
"incremental","ksvm","lm","916.57","5.97"
"incremental","ksvm","mlpe","863.34","5.62"
"incremental","ksvm","naive","1183.19","7.7"
"incremental","ksvm","ctree","847.02","5.51"
"incremental","ksvm","mlp","1079.01","7.02"
"incremental","ksvm","randomForest","944.27","6.15"
"incremental","ksvm","mr","902.56","5.88"
"incremental","ksvm","rvm","1163.99","7.58"
"incremental","ksvm","ksvm","841.92","5.48"
"incremental","HW","lm","811.93","5.29"
"incremental","HW","mlpe","899.36","5.86"
"incremental","HW","naive","1185.71","7.72"
"incremental","HW","ctree","861.62","5.61"
"incremental","HW","mlp","2083.21","13.56"
"incremental","HW","randomForest","869.22","5.66"
"incremental","HW","mr","811.93","5.29"
"incremental","HW","rvm","1554.55","10.12"
"incremental","HW","ksvm","902.47","5.88"
"incremental","Arima","lm","1017.29","6.62"
"incremental","Arima","mlpe","1156.05","7.53"
"incremental","Arima","naive","1180.67","7.69"
"incremental","Arima","ctree","1152.36","7.5"
"incremental","Arima","mlp","1155.5","7.52"
"incremental","Arima","randomForest","1159.56","7.55"
"incremental","Arima","mr","1017.29","6.62"
"incremental","Arima","rvm","1440.51","9.38"
"incremental","Arima","ksvm","1103.13","7.18"
"incremental","NN","lm","1033.28","6.73"
"incremental","NN","mlpe","1244.86","8.1"
"incremental","NN","naive","1185.71","7.72"
"incremental","NN","ctree","1145.84","7.46"
"incremental","NN","mlp","1180.68","7.69"
"incremental","NN","randomForest","1005.96","6.55"
"incremental","NN","mr","1069.14","6.96"
"incremental","NN","rvm","1426.88","9.29"
"incremental","NN","ksvm","1030.54","6.71"
"incremental","ETS","lm","881.91","5.74"
"incremental","ETS","mlpe","1008.46","6.57"
"incremental","ETS","naive","1180.67","7.69"
"incremental","ETS","ctree","963.81","6.27"
"incremental","ETS","mlp","1073.65","6.99"
"incremental","ETS","randomForest","988.91","6.44"
"incremental","ETS","mr","881.91","5.74"
"incremental","ETS","rvm","1408.22","9.17"
"incremental","ETS","ksvm","917.11","5.97"
