"window","model","mae","nmae"
"incremental","lm","1053.49694985061","6.85870410058994"
"incremental","mlpe","1121.85620224561","7.30375131670318"
"incremental","naive","1183.18950804549","7.70305669300448"
"incremental","ctree","1420.79921943893","9.24999491822217"
"incremental","mlp","1409.04407975729","9.17346406091984"
"incremental","randomForest","896.19304","5.83459010416666"
"incremental","mr","1053.49695038061","6.85870410404044"
"incremental","rvm","1716.59683136297","11.1757606208527"
"incremental","ksvm","849.029106408491","5.52753324484695"
"incremental","HW","887.17","5.78"
"incremental","Arima","1014","6.6"
"incremental","NN","1037.8","6.76"
"incremental","ETS","868.34","5.65"
"rolling","lm","1442.12428644741","9.38882998989196"
"rolling","mlpe","1242.08896854598","8.08651672230457"
"rolling","naive","1198.37325396825","7.80190920552249"
"rolling","ctree","1493.36228906052","9.72241073607108"
"rolling","mlp","1582.65109659448","10.303718076787"
"rolling","randomForest","812.82638585034","5.29183844954648"
"rolling","mr","1442.12429294251","9.38883003217781"
"rolling","rvm","1196.83630079464","7.79190299996513"
"rolling","ksvm","966.437087068895","6.29190811893812"
"rolling","HW","947.08","6.17"
"rolling","Arima","978.5","6.37"
"rolling","NN","919.35","5.99"
"rolling","ETS","802.47","5.22"
