"window","model","mae","nmae"
"incremental","lm","726.905620720911","12.4940807961655"
"incremental","mlpe","746.631806043035","12.8331352018397"
"incremental","naive","934.386987017991","16.0602782230662"
"incremental","ctree","999.271509444579","17.1755158034476"
"incremental","mlp","961.617343576328","16.5283146025495"
"incremental","randomForest","735.362939370748","12.6394455031067"
"incremental","mr","726.905618810812","12.4940807633347"
"incremental","rvm","985.154709302332","16.9328757185"
"incremental","ksvm","748.143142354548","12.8591121064721"
"incremental","HW","685.2","11.78"
"incremental","Arima","752.3","12.93"
"incremental","NN","722.15","12.41"
"incremental","ETS","707.43","12.16"
"rolling","lm","740.435054816023","12.7266252116883"
"rolling","mlpe","756.471597011742","13.0022618943235"
"rolling","naive","938.391904761905","16.1291148979358"
"rolling","ctree","903.517944703351","15.5296999777132"
"rolling","mlp","720.358077178607","12.3815413746753"
"rolling","randomForest","662.745755595238","11.391298652376"
"rolling","mr","740.435056988863","12.7266252490351"
"rolling","rvm","638.368747482649","10.9723057319122"
"rolling","ksvm","755.422573216993","12.9842312343931"
"rolling","HW","682.94","11.74"
"rolling","Arima","824.61","14.17"
"rolling","NN","690.22","11.86"
"rolling","ETS","674.85","11.6"
