"window","uni","multi","mae","nmae"
"incremental","randomForest","mlpe","348.12","12.52"
"incremental","randomForest","naive","467.91","16.83"
"incremental","randomForest","ctree","358.34","12.89"
"incremental","randomForest","mlp","352.24","12.67"
"incremental","randomForest","randomForest","374.33","13.46"
"incremental","randomForest","mr","357.23","12.85"
"incremental","randomForest","rvm","370.42","13.32"
"incremental","randomForest","ksvm","364.12","13.09"
"incremental","mr","lm","356.75","12.83"
"incremental","mr","mlpe","358.1","12.88"
"incremental","mr","naive","467.91","16.83"
"incremental","mr","ctree","360.93","12.98"
"incremental","mr","mlp","360.1","12.95"
"incremental","mr","randomForest","381.67","13.72"
"incremental","mr","mr","356.75","12.83"
"incremental","mr","rvm","431.39","15.51"
"incremental","mr","ksvm","356.68","12.83"
"incremental","rvm","lm","435.28","15.65"
"incremental","rvm","mlpe","420.54","15.12"
"incremental","rvm","naive","467.91","16.83"
"incremental","rvm","ctree","422.47","15.19"
"incremental","rvm","mlp","445.49","16.02"
"incremental","rvm","randomForest","380.42","13.68"
"incremental","rvm","mr","450.88","16.21"
"incremental","rvm","rvm","454.6","16.35"
"incremental","rvm","ksvm","409.94","14.74"
"incremental","ksvm","lm","333.72","12"
"incremental","ksvm","mlpe","335.77","12.07"
"incremental","ksvm","naive","467.91","16.83"
"incremental","ksvm","ctree","330.88","11.9"
"incremental","ksvm","mlp","329.66","11.85"
"incremental","ksvm","randomForest","336.31","12.09"
"incremental","ksvm","mr","335.83","12.08"
"incremental","ksvm","rvm","330.67","11.89"
"incremental","ksvm","ksvm","342.62","12.32"
"incremental","HW","lm","344.07","12.37"
"incremental","HW","mlpe","358.38","12.89"
"incremental","HW","naive","471.34","16.95"
"incremental","HW","ctree","346.58","12.46"
"incremental","HW","mlp","367.98","13.23"
"incremental","HW","randomForest","373.91","13.45"
"incremental","HW","mr","344.07","12.37"
"incremental","HW","rvm","341.16","12.27"
"incremental","HW","ksvm","367.7","13.22"
"incremental","Arima","lm","365.35","13.14"
"incremental","Arima","mlpe","380.99","13.7"
"incremental","Arima","naive","467.91","16.83"
"incremental","Arima","ctree","361.9","13.01"
"incremental","Arima","mlp","397.19","14.28"
"incremental","Arima","randomForest","409.36","14.72"
"incremental","Arima","mr","365.35","13.14"
"incremental","Arima","rvm","400.97","14.42"
"incremental","Arima","ksvm","385.2","13.85"
"incremental","NN","lm","357.66","12.86"
"incremental","NN","mlpe","351.27","12.63"
"incremental","NN","naive","471.34","16.95"
"incremental","NN","ctree","329.56","11.85"
"incremental","NN","mlp","377.74","13.58"
"incremental","NN","randomForest","381.38","13.71"
"incremental","NN","mr","355.55","12.79"
"incremental","NN","rvm","373.44","13.43"
"incremental","NN","ksvm","390.3","14.03"
"incremental","ETS","lm","360.47","12.96"
"incremental","ETS","mlpe","348","12.51"
"incremental","ETS","naive","467.91","16.83"
"incremental","ETS","ctree","353.96","12.73"
"incremental","ETS","mlp","361.64","13"
"incremental","ETS","randomForest","384.57","13.83"
"incremental","ETS","mr","360.47","12.96"
"incremental","ETS","rvm","425.44","15.3"
"incremental","ETS","ksvm","371.49","13.36"
"rolling","lm","lm","433.48","15.59"
"rolling","lm","mlpe","429.54","15.45"
"rolling","lm","naive","470.37","16.91"
"rolling","lm","ctree","454.27","16.33"
"rolling","lm","mlp","467.48","16.81"
"rolling","lm","randomForest","448.1","16.11"
"rolling","lm","mr","433.48","15.59"
"rolling","lm","rvm","405","14.56"
"rolling","lm","ksvm","405.68","14.59"
"rolling","mlpe","lm","421.92","15.17"
"rolling","mlpe","mlpe","439.64","15.81"
"rolling","mlpe","naive","470.37","16.91"
"rolling","mlpe","ctree","442.91","15.93"
"rolling","mlpe","mlp","477.53","17.17"
"rolling","mlpe","randomForest","457.03","16.43"
"rolling","mlpe","mr","405.53","14.58"
"rolling","mlpe","rvm","401.32","14.43"
"rolling","mlpe","ksvm","392.34","14.11"
"rolling","naive","lm","525.37","18.89"
"rolling","naive","mlpe","470.37","16.91"
"rolling","naive","naive","470.37","16.91"
"rolling","naive","ctree","610.66","21.96"
"rolling","naive","mlp","470.37","16.91"
"rolling","naive","randomForest","520.14","18.7"
"rolling","naive","mr","525.37","18.89"
"rolling","naive","rvm","511.02","18.38"
"rolling","naive","ksvm","499.62","17.97"
"rolling","ctree","lm","471.66","16.96"
"rolling","ctree","mlpe","474.41","17.06"
"rolling","ctree","naive","470.37","16.91"
"rolling","ctree","ctree","481","17.3"
"rolling","ctree","mlp","489.12","17.59"
"rolling","ctree","randomForest","454.57","16.35"
"rolling","ctree","mr","471.66","16.96"
"rolling","ctree","rvm","431.9","15.53"
"rolling","ctree","ksvm","423.83","15.24"
"rolling","mlp","lm","431.02","15.5"
"rolling","mlp","mlpe","427.48","15.37"
"rolling","mlp","naive","470.37","16.91"
"rolling","mlp","ctree","513.99","18.48"
"rolling","mlp","mlp","450.08","16.18"
"rolling","mlp","randomForest","487.06","17.51"
"rolling","mlp","mr","449.47","16.16"
"rolling","mlp","rvm","437.5","15.73"
"rolling","mlp","ksvm","434.43","15.62"
"rolling","randomForest","lm","414.91","14.92"
"rolling","randomForest","mlpe","435.47","15.66"
"rolling","randomForest","naive","470.37","16.91"
"rolling","randomForest","ctree","418.79","15.06"
"rolling","randomForest","mlp","455.34","16.37"
"rolling","randomForest","randomForest","447.71","16.1"
"rolling","randomForest","mr","410.47","14.76"
"rolling","randomForest","rvm","384.64","13.83"
"rolling","randomForest","ksvm","396.8","14.27"
"rolling","mr","lm","433.48","15.59"
"rolling","mr","mlpe","423","15.21"
"rolling","mr","naive","470.37","16.91"
"rolling","mr","ctree","454.27","16.33"
"rolling","mr","mlp","483.56","17.39"
"rolling","mr","randomForest","452.04","16.25"
"rolling","mr","mr","433.48","15.59"
"rolling","mr","rvm","404.98","14.56"
"rolling","mr","ksvm","402.79","14.48"
"rolling","rvm","lm","391.13","14.06"
"rolling","rvm","mlpe","403.49","14.51"
"rolling","rvm","naive","470.37","16.91"
"rolling","rvm","ctree","416.55","14.98"
"rolling","rvm","mlp","435.83","15.67"
"rolling","rvm","randomForest","459.51","16.52"
"rolling","rvm","mr","410.72","14.77"
"rolling","rvm","rvm","447.77","16.1"
"rolling","rvm","ksvm","449.29","16.16"
"rolling","ksvm","lm","409.47","14.72"
"rolling","ksvm","mlpe","384.08","13.81"
"rolling","ksvm","naive","470.37","16.91"
"rolling","ksvm","ctree","437.34","15.73"
"rolling","ksvm","mlp","448.39","16.12"
"rolling","ksvm","randomForest","442.25","15.9"
"rolling","ksvm","mr","411.18","14.79"
"rolling","ksvm","rvm","420.29","15.11"
"rolling","ksvm","ksvm","396.32","14.25"
"rolling","HW","lm","406.84","14.63"
"rolling","HW","mlpe","427.01","15.35"
"rolling","HW","naive","471.49","16.95"
"rolling","HW","ctree","518.81","18.66"
"rolling","HW","mlp","471.92","16.97"
"rolling","HW","randomForest","484.63","17.43"
"rolling","HW","mr","406.84","14.63"
"rolling","HW","rvm","418.05","15.03"
"rolling","HW","ksvm","480.51","17.28"
"rolling","Arima","lm","425.44","15.3"
"rolling","Arima","mlpe","411.79","14.81"
"rolling","Arima","naive","470.29","16.91"
"rolling","Arima","ctree","478.08","17.19"
"rolling","Arima","mlp","456.96","16.43"
"rolling","Arima","randomForest","456.49","16.41"
"rolling","Arima","mr","425.44","15.3"
"rolling","Arima","rvm","449.14","16.15"
"rolling","Arima","ksvm","433.86","15.6"
"rolling","NN","lm","425.48","15.3"
"rolling","NN","mlpe","470.74","16.93"
"rolling","NN","naive","471.49","16.95"
"rolling","NN","ctree","483.48","17.38"
"rolling","NN","mlp","496.65","17.86"
"rolling","NN","randomForest","494.44","17.78"
"rolling","NN","mr","427.43","15.37"
"rolling","NN","rvm","454.45","16.34"
"rolling","NN","ksvm","526.82","18.94"
"rolling","ETS","lm","404.3","14.54"
"rolling","ETS","mlpe","405.55","14.58"
"rolling","ETS","naive","470.29","16.91"
"rolling","ETS","ctree","454.11","16.33"
"rolling","ETS","mlp","458.93","16.5"
"rolling","ETS","randomForest","432.43","15.55"
"rolling","ETS","mr","404.3","14.54"
"rolling","ETS","rvm","369.29","13.28"
"rolling","ETS","ksvm","414.13","14.89"
