"window","uni","multi","mae","nmae"
"rolling","rvm","mlp","554.21","17.62"
"rolling","rvm","randomForest","493.2","15.68"
"rolling","rvm","mr","475.36","15.11"
"rolling","rvm","rvm","454.54","14.45"
"rolling","rvm","ksvm","448.03","14.25"
"rolling","ksvm","lm","474.37","15.08"
"rolling","ksvm","mlpe","469.65","14.93"
"rolling","ksvm","naive","471.92","15.01"
"rolling","ksvm","ctree","522.13","16.6"
"rolling","ksvm","mlp","563.4","17.91"
"rolling","ksvm","randomForest","501.62","15.95"
"rolling","ksvm","mr","473.94","15.07"
"rolling","ksvm","rvm","499.1","15.87"
"rolling","ksvm","ksvm","446.68","14.2"
"rolling","HW","lm","460.56","14.64"
"rolling","HW","mlpe","549.96","17.49"
"rolling","HW","naive","472.88","15.04"
"rolling","HW","ctree","612.78","19.48"
"rolling","HW","mlp","593.44","18.87"
"rolling","HW","randomForest","563.19","17.91"
"rolling","HW","mr","460.56","14.64"
"rolling","HW","rvm","560.68","17.83"
"rolling","HW","ksvm","593.11","18.86"
"rolling","Arima","lm","518.99","16.5"
"rolling","Arima","mlpe","578.06","18.38"
"rolling","Arima","naive","470.83","14.97"
"rolling","Arima","ctree","670.65","21.32"
"rolling","Arima","mlp","563.36","17.91"
"rolling","Arima","randomForest","574.16","18.26"
"rolling","Arima","mr","518.99","16.5"
"rolling","Arima","rvm","493.47","15.69"
"rolling","Arima","ksvm","502.58","15.98"
"rolling","NN","lm","480.09","15.27"
"rolling","NN","mlpe","578.31","18.39"
"rolling","NN","naive","472.88","15.04"
"rolling","NN","ctree","629.9","20.03"
"rolling","NN","mlp","577.22","18.35"
"rolling","NN","randomForest","561.75","17.86"
"rolling","NN","mr","487.62","15.5"
"rolling","NN","rvm","514.75","16.37"
"rolling","NN","ksvm","586.94","18.66"
"rolling","ETS","lm","472.07","15.01"
"rolling","ETS","mlpe","484.43","15.4"
"rolling","ETS","naive","470.83","14.97"
"rolling","ETS","ctree","601.26","19.12"
"rolling","ETS","mlp","512.14","16.28"
"rolling","ETS","randomForest","517.2","16.45"
"rolling","ETS","mr","472.07","15.01"
"rolling","ETS","rvm","444.09","14.12"
"rolling","ETS","ksvm","456.14","14.5"
