"window","uni","multi","mae","nmae"
"incremental","mlpe","mr","409.87","16.51"
"incremental","mlpe","rvm","347.96","14.02"
"incremental","mlpe","ksvm","383.95","15.47"
"incremental","naive","lm","480.47","19.36"
"incremental","naive","mlpe","405.23","16.33"
"incremental","naive","naive","405.23","16.33"
"incremental","naive","ctree","429.76","17.31"
"incremental","naive","mlp","405.23","16.33"
"incremental","naive","randomForest","404.42","16.29"
"incremental","naive","mr","480.47","19.36"
"incremental","naive","rvm","545.52","21.98"
"incremental","naive","ksvm","413.42","16.66"
"incremental","ctree","lm","365.59","14.73"
"incremental","ctree","mlpe","357.36","14.4"
"incremental","ctree","naive","405.23","16.33"
"incremental","ctree","ctree","361.81","14.58"
"incremental","ctree","mlp","390.73","15.74"
"incremental","ctree","randomForest","391.64","15.78"
"incremental","ctree","mr","365.59","14.73"
"incremental","ctree","rvm","436.35","17.58"
"incremental","ctree","ksvm","388.79","15.66"
"incremental","mlp","lm","449.32","18.1"
"incremental","mlp","mlpe","400.12","16.12"
"incremental","mlp","naive","405.23","16.33"
"incremental","mlp","ctree","407.1","16.4"
"incremental","mlp","mlp","417.87","16.84"
"incremental","mlp","randomForest","425.43","17.14"
"incremental","mlp","mr","398.76","16.07"
"incremental","mlp","rvm","454.91","18.33"
"incremental","mlp","ksvm","421.3","16.97"
"incremental","randomForest","lm","351.63","14.17"
"incremental","randomForest","mlpe","343.19","13.83"
"incremental","randomForest","naive","405.23","16.33"
"incremental","randomForest","ctree","350.85","14.14"
"incremental","randomForest","mlp","334.08","13.46"
"incremental","randomForest","randomForest","363.23","14.63"
"incremental","randomForest","mr","353.89","14.26"
"incremental","randomForest","rvm","354.82","14.3"
"incremental","randomForest","ksvm","332.1","13.38"
"incremental","mr","lm","346.96","13.98"
"incremental","mr","mlpe","362.41","14.6"
"incremental","mr","naive","405.23","16.33"
"incremental","mr","ctree","351.08","14.14"
"incremental","mr","mlp","365.39","14.72"
"incremental","mr","randomForest","373.02","15.03"
"incremental","mr","mr","346.97","13.98"
"incremental","mr","rvm","422.58","17.03"
"incremental","mr","ksvm","370.87","14.94"
"incremental","rvm","lm","515.51","20.77"
"incremental","rvm","mlpe","466.21","18.78"
"incremental","rvm","naive","405.23","16.33"
"incremental","rvm","ctree","449.49","18.11"
"incremental","rvm","mlp","468.74","18.89"
"incremental","rvm","randomForest","417.46","16.82"
"incremental","rvm","mr","489.76","19.73"
"incremental","rvm","rvm","535.17","21.56"
"incremental","rvm","ksvm","424.64","17.11"
"incremental","ksvm","lm","354.25","14.27"
"incremental","ksvm","mlpe","351.12","14.15"
"incremental","ksvm","naive","405.23","16.33"
"incremental","ksvm","ctree","370.12","14.91"
"incremental","ksvm","mlp","363.15","14.63"
"incremental","ksvm","randomForest","360.75","14.53"
"incremental","ksvm","mr","354.12","14.27"
"incremental","ksvm","rvm","377.15","15.2"
"incremental","ksvm","ksvm","345.25","13.91"
"incremental","HW","lm","342.94","13.82"
"incremental","HW","mlpe","352.15","14.19"
"incremental","HW","naive","404.87","16.31"
"incremental","HW","ctree","337.54","13.6"
"incremental","HW","mlp","336.82","13.57"
"incremental","HW","randomForest","370.29","14.92"
"incremental","HW","mr","342.94","13.82"
"incremental","HW","rvm","352.25","14.19"
"incremental","HW","ksvm","370.31","14.92"
"incremental","Arima","lm","376.35","15.16"
"incremental","Arima","mlpe","391.44","15.77"
"incremental","Arima","naive","405","16.32"
"incremental","Arima","ctree","363.98","14.66"
"incremental","Arima","mlp","367.97","14.83"
"incremental","Arima","randomForest","390.22","15.72"
"incremental","Arima","mr","376.35","15.16"
"incremental","Arima","rvm","416.01","16.76"
"incremental","Arima","ksvm","381.72","15.38"
"incremental","NN","lm","363.16","14.63"
"incremental","NN","mlpe","391.58","15.78"
"incremental","NN","naive","404.87","16.31"
"incremental","NN","ctree","341.26","13.75"
"incremental","NN","mlp","398.31","16.05"
"incremental","NN","randomForest","375.41","15.13"
"incremental","NN","mr","353.57","14.25"
"incremental","NN","rvm","369.9","14.9"
"incremental","NN","ksvm","370.13","14.91"
"incremental","ETS","lm","342.71","13.81"
"incremental","ETS","mlpe","346.53","13.96"
"incremental","ETS","naive","405","16.32"
"incremental","ETS","ctree","348.74","14.05"
"incremental","ETS","mlp","354.4","14.28"
"incremental","ETS","randomForest","356.14","14.35"
"incremental","ETS","mr","342.71","13.81"
"incremental","ETS","rvm","398.53","16.06"
"incremental","ETS","ksvm","350.56","14.12"
